user,user_profile,date_review,title,rating,type_visit,num_contributions,review,restaurant,review_cleaned,year,month
Esthel M,EsthelM2,2023-02-19,Cadre et repas magnifique!,5.0,family,13,"Nous avons dîner au Grand Réfectoire samedi 18 février 2023, 2 adultes ainsi que notre fille de 9 ans. Nous avons été très bien accueillis, un menu enfant nous a été proposé avec 2 entrées aux choix, 2 plats au choix et 2 desserts au choix, nous avons pris 1 menu découverte avec 1 plat en direct + 1 bouteille de Crozes-hermitage rouge 2021 délicieux. Nous avons été très bien servis, le personnel est top, du commis au responsable de restaurant (Emmanuel) en passant par les chefs de rang, tout le monde est attentif, le cadre est juste magique, grandiose et je vous invite à vous arrêter devant les cuisines où vous pourrez admirer la « mise en scène » de votre repas orchestrée par un jeune chef breton AnthonyClorennec. 

Bref, vous l’aurez compris, je recommande vivement!",Le Grand Réfectoire,avon dîner grand réfectoire samedi février adultes ainsi fille avon très bien accueillis menu enfant proposé entrées choix plat choix dessert choix avon pris menu découverte plat direct bouteille crozeshermitage rouge délicieux avon très bien servis personnel top commis responsable restaurant emmanuel passant chef rang tout monde attentif cadre juste magique grandiose invite arrêter devant cuisine pourrez admirer mise scène repas orchestrée jeune chef breton anthonyclorennec bref laurez compris recommande vivement,2023,2
Daniel D,Akauchi,2023-02-18,"Anniversaire , plats bons, service lent pour prise commande",4.0,none,1,"Les plats ont du gout, mais ne sont que tièdes lorsqu’ils sont servis
Le pain est oublie lors du service entrees
Temps de prise  commande aperitifs trop long et doublè pour la prise de commande
Personnel,avenant , mais supervision salle un peu faible
C’est toujours frustrant pour  un client de constater un accueil par deux personnes  plutôt passives et échangeant entre elles , et de constater plus tard quenplus de personnel en salle aiderait….",Le Grand Réfectoire,plat gout tièdes lorsquils servis pain oublie lors service entree temp prise commande aperitif trop long doublè prise commande personnelavenant supervision salle peu faible cest toujours frustrant client constater accueil deux personnes plutôt passive échangeant entre elles constater plus tard quenplus personnel salle aiderait,2023,2
Jean-baptiste P,877jeanbaptistep,2023-02-18,Un bon moment,4.0,couples,4,Cuisine très bonne mais service un peu long et les tables sont trop proches les unes des autres. On peut participer à la conversation du voisin.,Le Grand Réfectoire,cuisine très bonne service peu long table trop proches unes autres peut participer conversation voisin,2023,2
alexis d,Titanetrotro,2023-02-16,Mouais,3.0,couples,2,Se prend très au sérieux pour des portions minimalistes. Une demi burrata sur une entrée pour un restaurant de ce standing c’est très dommage. L’endroit est magnifique mais l’expérience est froide,Le Grand Réfectoire,prend très sérieux portion minimalistes demi burrata entrée restaurant standing cest très dommage lendroit magnifique lexpérience froide,2023,2
Delphine G,delphinegZ6313CW,2023-02-16,Expérience décevante,2.0,couples,2,"J’ai voulu tester ce restaurant vu le nom du chef qui est très réputé. Expérience décevante… On nous demande si nous voulions un apéro pour débuter, vu que nous souhaitions du vin en mangeant, on nous demande si en attendant nous souhaitions de l’eau chose à laquelle nous avons répondu oui, la serveuse n’a même donner le choix et nous a emmener directement une bouteille payante.
Concernant les plats j’ai pris une entrée insipide avec de bons produits certes mais niveau assaisonnement je le cherche encore…
Enfin des plats avec soit des endives soit des choux de Bruxelles, c’est quand même osé comme partie prix, ce n’est pas mon truc.
Vraiment déçue!",Le Grand Réfectoire,jai voulu tester restaurant nom chef très réputé expérience décevante demande voulions apéro débuter souhaitions vin mangeant demande attendant souhaitions leau chose laquelle avon répondu oui serveuse donner choix emmener directement bouteille payante concernant plat jai pris entrée insipide bons produits certes niveau assaisonnement cherche encore enfin plat endive chou bruxelles cest quand osé comme partie prix nest truc vraiment déçue,2023,2
Anne et Remy,396remb,2023-02-15,Tres agréable soirée,5.0,couples,15,"Trés el endroit avec un trés bon repas. Fin, suffisamment copieux, avec des goûts variés, lesquels auraient mérités parfois d'être plus marqués. Le service est parfait, avec présence et sourires, sans être pesant. Une tres bonne soirée.",Le Grand Réfectoire,trés endroit trés bon repas fin suffisamment copieux goûts variés lesquels mérités parfois dêtre plus marqués service parfait présence sourires sans être pesant tres bonne soirée,2023,2
Guillaume P,guillaumepL2362HN,2023-02-15,Dîner romantique,5.0,couples,36,"Lieux magnifique, plats délicieux et services de qualité. Les proportions des plats sont de bonne quantité et la qualité est au rendez vous 
Idéal pour un repas en amoureux ",Le Grand Réfectoire,lieux magnifique plat délicieux service qualité proportion plat bonne quantité qualité rendez idéal repas amoureux,2023,2
Nago Lyon 01,NagoLyon01,2023-02-13,Repas entre amis très agréable,4.0,none,159,"Le cadre est splendide, le service est professionnel, les portions très convenables, et les goûts sont bien là. Avec tous ces bons points, le rapport qualité / prix est tout à fait raisonnable. J'y retournerai. La sériole miso & tamarin est délicieuse. Le cochon confit aussi mais aurait mérité plus de sauce pour plus de gourmandise. Desserts très agréables et peu sucrés qui permettent de finir sur une touche légère.",Le Grand Réfectoire,cadre splendide service professionnel portion très convenables goûts bien tous bons point rapport qualité prix tout fait raisonnable retournerai sériole miso tamarin délicieuse cochon confit aussi mérité plus sauce plus gourmandise dessert très agréables peu sucrés permettent finir touche légère,2023,2
MMM,mariemG8067JI,2023-02-13,un cadre exceptionnel,3.0,none,2,"le lieu est toujours magique, l'accueil parfait, mais pour la première fois 2 ombres au tableau:
la personne chargée de notre table manquait de professionnalisme, pas attentif aux clients, un franc parler limite correct. Le reste du personnel était parfait.
Côté cuisine, j'ai choisi l'échine de cochon confite, très sèche, je n'ai pas fini. Le reste était parfait.
Désolée de ces remarques, mais il serait dommage que la qualité de votre lieu ressente un essoufflement.",Le Grand Réfectoire,lieu toujours magique laccueil parfait première fois ombres tableau personne chargée table manquait professionnalisme attentif client franc parler limite correct reste personnel parfait côté cuisine jai choisi léchine cochon confite très sèche nai fini reste parfait désolée remarques dommage qualité lieu ressente essoufflement,2023,2
Laurent J,349laurentj,2023-02-12,Agréable soirée,4.0,family,2,"L environnement est spacieux et adapté à une tablée assez grande sans pour autant gêner les voisins , le service est efficace et agréable, les assiettes sont fraîches et copieuses.",Le Grand Réfectoire,environnement spacieux adapté tablée assez grande sans autant gêner voisins service efficace agréable assiettes fraîches copieuses,2023,2
Yves D,yvesdag16,2023-02-11,"Juste pour l'élégance, les découvertes...et le bien-être",4.0,none,8,"Un endroit singulier qui plaît à mes invités, à chaque foi. Espace, ambiance...une pause salutaire...à l'écart. Une gastronomie séduisante",Le Grand Réfectoire,endroit singulier plaît invités chaque foi espace ambianceune pause salutaireà lécart gastronomie séduisante,2023,2
Vcooper,vcooper007,2023-02-10,toujours satisafaite,5.0,none,3,"J'adore et j'y reviens avec un immense plaisir. À chaque fois je suis satisfaite en tous points. L'accueil, le lieu, les mets, et les prix sont parfaits, alors ne changez rien. Ma famille et mes amis sont tous ravis de la découverte et la prochaine session ne devrait pas tarder.",Le Grand Réfectoire,jadore reviens immense plaisir chaque fois satisfaite tous point laccueil lieu mets prix parfait alors changez rien famille amis tous ravis découverte prochaine session devrait tarder,2023,2
Alain V,C4299EGalainv,2023-02-10,Correct,4.0,none,5,"Personnel souriant
Attente correct pour l'entrée et le plat principal, mais un peu long pour le dessert
Un bémol, pour l'apéritif j'avais demandé un coa cola sans sucre et on m'a apporté un coca normal, sachant que c'était pour ma petite fille diabétique de type 1",Le Grand Réfectoire,personnel souriant attente correct lentrée plat principal peu long dessert bémol lapéritif javais demandé coa cola sans sucre apporté coca normal sachant cétait petite fille diabétique type,2023,2
315christine_b_12,315christine_b_12,2023-02-10,cuisine  mediocre,3.0,none,40,"très beau cadre  mais déçu déjà par un mojito contenant que de la glace aucun goût14 euros c est cher pour de l eau
le menu escapade est médiocre purée de betterave en entrée puis suprême de poulet avec purée de patate douce rien de folichon par contre bon deesert",Le Grand Réfectoire,très beau cadre déçu déjà mojito contenant glace aucun goût euro cher eau menu escapade médiocre purée betterave entrée puis suprême poulet purée patate douce rien folichon contre bon deesert,2023,2
Magnolia V,lia020584,2023-02-10,Date lunch avec ma fille,3.0,family,1,"Tout bien (accueil, entrée) jusqu’au moment des plats qui ont mis beaucoup de temps à arriver. On a attendu peut être 25 minutes. « On vous ramène du pain » qui n’est jamais arrivé. Et quand j’ai demandé, on m’a dit « désolé le pain est en cuisson »
Donc un avis un peu en demi teinte. Les plats étaient délicieux sinon et le service très agréable",Le Grand Réfectoire,tout bien accueil entrée jusquau moment plat beaucoup temp arriver attendu peut être minute ramène pain nest jamais arrivé quand jai demandé dit désolé pain cuisson donc avis peu demi teinte plat délicieux sinon service très agréable,2023,2
876Catherine759,876Catherine759,2023-02-08,une bonne adresse en centre ville,5.0,none,55,"beau lieu, mets  bien apprêtés, service avec cordialité et sens de l'accueil.
à midi deux menus mais choix suffisant pour un repas de midi et facilité pour changer un plat+++ entre les deux menus et avec le sourire",Le Grand Réfectoire,beau lieu mets bien apprêtés service cordialité sen laccueil midi deux menu choix suffisant repas midi facilité changer plat entre deux menu sourire,2023,2
Patrick G,NathalieOrlienas,2023-02-04,Une bonne adresse,4.0,family,41,"Bon repas, cadre chargé d’histoire, assez copieux et rapide.
Évidemment dans ce site là, il faut s’attendre à des prix élevés",Le Grand Réfectoire,bon repas cadre chargé dhistoire assez copieux rapide évidemment site faut sattendre prix élevés,2023,2
Truchy D,truchyd2022,2023-02-04,Déçus par le plat,3.0,none,2,"Dans le plat du menus du samedi, les gnocchis ne nous ont pas enthousiasmés, trop secs et le goût de truffe absent.",Le Grand Réfectoire,plat menu samedi gnocchi enthousiasmés trop sec goût truffe absent,2023,2
Sirine S,Sirine_ST,2023-02-03,Rien à redire,5.0,couples,10,"Rien à redire, tout était parfait que ce soit le service ou la qualité des plats. 
Personnel très professionnel",Le Grand Réfectoire,rien redire tout parfait service qualité plat personnel très professionnel,2023,2
ALAIN M,alain_St-Genis,2023-02-02,Cadre magnifique et excellente cuisine !,5.0,none,17,"Un cadre historique magnifique, et un très bon rapport qualité prix pour le repas, 
personnel charmant, service agréable, champagne et vins un peu cher !....",Le Grand Réfectoire,cadre historique magnifique très bon rapport qualité prix repas personnel charmant service agréable champagne vins peu cher,2023,2
Gio,Gio596238,2023-01-28,Parfait,5.0,family,1,"Un cadre magnifique, un service parfait et que dire de la cuisine tout simplement merveilleuse. 
Des plats parfaitement exécutés et tellement bon à manger.",Le Grand Réfectoire,cadre magnifique service parfait dire cuisine tout simplement merveilleuse plat parfaitement exécutés tellement bon manger,2023,1
chantal B,chantalbI7763PV,2023-01-28,Treès bon restaurant,5.0,none,1,"Dans un cadre magnifique nous avons été très bien accueillis
LE menu est excellent , en particulier la seriole !
Rien à redire
Nous reviendrons avec plaisir",Le Grand Réfectoire,cadre magnifique avon très bien accueillis menu excellent particulier seriole rien redire reviendrons plaisir,2023,1
Gilda P,870gildap,2023-01-27,Très agréable soiree,5.0,family,2,Très bon rapport qualité prix. Le lieu étant vaste les tables ne sont pas trop proches les unes des autres. Les plats sont fins et presque tous goûteux et le service sympa,Le Grand Réfectoire,très bon rapport qualité prix lieu vaste table trop proches unes autres plat fin presque tous goûteux service sympa,2023,1
Claudy F,claudyf2015,2023-01-27,Un moment très agréable,5.0,couples,65,Bien accueillis -- menu agréable et varié - mets de qualité- service attentif sans être pesant - salle très bien insonorisée- excellent rapport qualité/prix ,Le Grand Réfectoire,bien accueillis menu agréable varié mets qualité service attentif sans être pesant salle très bien insonorisée excellent rapport qualitéprix,2023,1
pstgelais,pstgelais,2023-01-27,Tout était parfait!,5.0,none,6,Nourriture excellente et portion généreuse. Service attentionné et ambiance agréable. Un excellent rapport qualité prix.,Le Grand Réfectoire,nourriture excellente portion généreuse service attentionné ambiance agréable excellent rapport qualité prix,2023,1
Philippe D,philipped714,2023-01-26,Repas en soirée,5.0,family,4,"Bonne cuisine bistronomique, bon rapport qualité prix ambiance et service sympathique, à renouveler dès que possible",Le Grand Réfectoire,bonne cuisine bistronomique bon rapport qualité prix ambiance service sympathique renouveler dès possible,2023,1
